name,number,game_id,place,date
"Квиз, плиз! [стрим] ",#326,56366,"Везде, где есть интернет","1 мая, Понедельник"
"Квиз, плиз! ",#820,55948,Резиденция,"1 мая, Понедельник"
Назад в 90-е [стрим] ,#4,56365,"Везде, где есть интернет","1 мая, Понедельник"
[кино и музыка] СССР ,#3,55946,Chesterfield Bar,"1 мая, Понедельник"
300к1 [стрим] ,#3,56364,"Везде, где есть интернет","30 апреля, Воскресенье"
"Квиз, плиз! ",#821,55943,Chesterfield Bar,"30 апреля, Воскресенье"
[300к1] 18+ ,#2,55945,Papa' S Bar & Grill,"30 апреля, Воскресенье"
"Квиз, плиз! ",#820,55944,Резиденция,"30 апреля, Воскресенье"
[кино и музыка] ,#131,55942,Chesterfield Bar,"30 апреля, Воскресенье"
"Квиз, плиз! ",#820,55939,Chesterfield Bar,"29 апреля, Суббота"
"Квиз, плиз! [стрим] ",#325,56363,"Везде, где есть интернет","29 апреля, Суббота"
[music party] 90-х ,#2,55941,"Дорогая, я перезвоню","29 апреля, Суббота"
"Квиз, плиз! ",#819,55940,Резиденция,"29 апреля, Суббота"
[music party] ,#7,55938,Chesterfield Bar,"29 апреля, Суббота"
"Квиз, плиз! ",#819,55936,Резиденция,"28 апреля, Пятница"
"Квиз, плиз! ",#819,55937,CLUB LIBERTY BAR,"28 апреля, Пятница"
"Квиз, плиз! ",#820,55935,Chesterfield Bar,"28 апреля, Пятница"
"Квиз, плиз! [стрим] ",#324,56362,"Везде, где есть интернет","28 апреля, Пятница"
[кино и музыка] ,#131,55930,Резиденция,"27 апреля, Четверг"
[сериалы] ,#6,55671,Известия Hall,"27 апреля, Четверг"
[Телеигры] ,#1,55931,"Дорогая, я перезвоню","27 апреля, Четверг"
"Квиз, плиз! ",#818,55932,CLUB LIBERTY BAR,"27 апреля, Четверг"
"Квиз, плиз! ",#819,55929,Chesterfield Bar,"27 апреля, Четверг"
музыка [шазам] рашн эдишн ,#4,55934,Bla Bla Bar,"27 апреля, Четверг"
[300к1] 18+ ,#2,55928,Old School Pub,"26 апреля, Среда"
"Квиз, плиз! ",#818,55926,Chesterfield Bar,"26 апреля, Среда"
Кино и музыка [новички] ,#130,55927,Резиденция,"26 апреля, Среда"
[новички] ,#818,55925,Резиденция,"25 апреля, Вторник"
"Квиз, плиз! ",#818,55923,Chesterfield Bar,"25 апреля, Вторник"
[music party] ,#7,55670,Chesterfield Bar,"24 апреля, Понедельник"
"Квиз, плиз! ",#818,55922,Резиденция,"24 апреля, Понедельник"
"Квиз, плиз! ",#817,55583,Резиденция,"23 апреля, Воскресенье"
Кино и музыка [стрим] ,#77,55951,"Везде, где есть интернет","23 апреля, Воскресенье"
[кино и музыка] ,#130,55584,Lookin Rooms,"23 апреля, Воскресенье"
[300к1] 18+ ,#2,55582,Резиденция,"23 апреля, Воскресенье"
[teens] ,#27,55581,Old School Pub,"23 апреля, Воскресенье"
"Квиз, плиз! ",#817,55579,Chesterfield Bar,"22 апреля, Суббота"
"Квиз, плиз! [стрим] ",#323,55950,"Везде, где есть интернет","22 апреля, Суббота"
[music party] 90-х ,#2,55580,"Дорогая, я перезвоню","22 апреля, Суббота"
"Квиз, плиз! ",#817,55577,Резиденция,"22 апреля, Суббота"
[Телеигры] ,#1,55578,Chesterfield Bar,"22 апреля, Суббота"
[новички] ,#816,55576,Резиденция,"22 апреля, Суббота"
"Квиз, плиз! ",#816,55570,Резиденция,"21 апреля, Пятница"
"Квиз, плиз! ",#816,55574,CLUB LIBERTY BAR,"21 апреля, Пятница"
"Квиз, плиз! ",#817,55569,Chesterfield Bar,"21 апреля, Пятница"
"Квиз, плиз! [стрим] ",#322,55949,"Везде, где есть интернет","21 апреля, Пятница"
[видеоигры] ,#5,55566,"Дорогая, я перезвоню","20 апреля, Четверг"
[кино и музыка] ,#130,55565,Резиденция,"20 апреля, Четверг"
"Квиз, плиз! ",#816,55564,Chesterfield Bar,"20 апреля, Четверг"
"Квиз, плиз! ",#816,55567,CLUB LIBERTY BAR,"20 апреля, Четверг"
музыка [шазам] рашн эдишн ,#4,55568,Bla Bla Bar,"20 апреля, Четверг"
[music party] 90-х ,#2,55563,Old School Pub,"19 апреля, Среда"
[новички] ,#815,55562,Резиденция,"19 апреля, Среда"
"Квиз, плиз! ",#815,55561,Chesterfield Bar,"19 апреля, Среда"
[кино и музыка] ,#130,55560,Резиденция,"18 апреля, Вторник"
"Квиз, плиз! ",#815,55559,Chesterfield Bar,"18 апреля, Вторник"
[300к1] 18+ ,#2,55307,Chesterfield Bar,"17 апреля, Понедельник"
"Квиз, плиз! ",#815,55558,Резиденция,"17 апреля, Понедельник"
Music party [стрим] ,#5,55587,"Везде, где есть интернет","16 апреля, Воскресенье"
"Квиз, плиз! ",#814,55157,Chesterfield Bar,"16 апреля, Воскресенье"
[видеоигры] ,#5,55158,Резиденция,"16 апреля, Воскресенье"
[кино и музыка] ,#130,55156,Chesterfield Bar,"16 апреля, Воскресенье"
"Квиз, плиз! ",#814,55153,Chesterfield Bar,"15 апреля, Суббота"
"Квиз, плиз! [стрим] ",#321,55586,"Везде, где есть интернет","15 апреля, Суббота"
"Квиз, плиз! ",#813,55154,Резиденция,"15 апреля, Суббота"
музыка [шазам] рашн эдишн ,#4,55155,"Дорогая, я перезвоню","15 апреля, Суббота"
[Телеигры] ,#1,55152,Chesterfield Bar,"15 апреля, Суббота"
"Квиз, плиз! ",#813,55151,Известия Hall,"14 апреля, Пятница"
"Квиз, плиз! ",#813,55149,Резиденция,"14 апреля, Пятница"
"Квиз, плиз! ",#814,55148,Chesterfield Bar,"14 апреля, Пятница"
"Квиз, плиз! ",#814,55150,CLUB LIBERTY BAR,"14 апреля, Пятница"
"Квиз, плиз! [стрим] ",#320,55585,"Везде, где есть интернет","14 апреля, Пятница"
[music party] 90-х ,#2,55146,CLUB LIBERTY BAR,"13 апреля, Четверг"
[видеоигры] ,#5,55145,МИР,"13 апреля, Четверг"
[Звездные войны] ,#2,55147,Bla Bla Bar,"13 апреля, Четверг"
[кино и музыка] ,#130,55143,Резиденция,"13 апреля, Четверг"
"Квиз, плиз! ",#813,55142,Chesterfield Bar,"13 апреля, Четверг"
"Квиз, плиз! [WTF] ",#3,55144,"Дорогая, я перезвоню","13 апреля, Четверг"
[MARVEL] ,#3,55141,Old School Pub,"12 апреля, Среда"
"Квиз, плиз! ",#812,55138,Chesterfield Bar,"12 апреля, Среда"
Кино и музыка [новички] ,#129,55139,Резиденция,"12 апреля, Среда"
[новички] ,#812,55137,Резиденция,"11 апреля, Вторник"
"Квиз, плиз! ",#812,55135,Chesterfield Bar,"11 апреля, Вторник"
[Телеигры] ,#1,54915,Chesterfield Bar,"10 апреля, Понедельник"
"Квиз, плиз! ",#812,55133,Резиденция,"10 апреля, Понедельник"
"Квиз, плиз! ",#811,54772,Chesterfield Bar,"9 апреля, Воскресенье"
Кино и музыка [стрим] ,#76,55163,"Везде, где есть интернет","9 апреля, Воскресенье"
музыка [шазам] рашн эдишн ,#4,54773,Резиденция,"9 апреля, Воскресенье"
[кино и музыка] ,#129,54771,Chesterfield Bar,"9 апреля, Воскресенье"
[afterparty] ,#2,54769,Резиденция,"8 апреля, Суббота"
"Квиз, плиз! ",#811,54767,Chesterfield Bar,"8 апреля, Суббота"
"Квиз, плиз! [стрим] ",#319,55161,"Везде, где есть интернет","8 апреля, Суббота"
[назад в 2010-е] ,#2,54770,"Дорогая, я перезвоню","8 апреля, Суббота"
"Квиз, плиз! ",#810,54768,Резиденция,"8 апреля, Суббота"
[MARVEL] ,#3,54766,Chesterfield Bar,"8 апреля, Суббота"
"Квиз, плиз! ",#810,54764,МИР,"7 апреля, Пятница"
"Квиз, плиз! ",#811,54762,Chesterfield Bar,"7 апреля, Пятница"
"Квиз, плиз! ",#811,54765,CLUB LIBERTY BAR,"7 апреля, Пятница"
"Квиз, плиз! [стрим] ",#318,55159,"Везде, где есть интернет","7 апреля, Пятница"
музыка [шазам] рашн эдишн ,#4,54763,Резиденция,"7 апреля, Пятница"
[MARVEL] ,#3,54753,Резиденция,"6 апреля, Четверг"
[music party] 90-х ,#2,54760,Известия Hall,"6 апреля, Четверг"
[кино и музыка] ,#129,54757,CLUB LIBERTY BAR,"6 апреля, Четверг"
"Квиз, плиз! ",#809,54755,"Дорогая, я перезвоню","6 апреля, Четверг"
"Квиз, плиз! ",#810,54752,Chesterfield Bar,"6 апреля, Четверг"
"Квиз, плиз! ",#810,54758,Bla Bla Bar,"6 апреля, Четверг"
[Звездные войны] ,#2,54751,Известия Hall,"5 апреля, Среда"
[новички] ,#809,54748,Резиденция,"5 апреля, Среда"
"Квиз, плиз! ",#809,54747,Chesterfield Bar,"5 апреля, Среда"
"Квиз, плиз! [WTF] ",#3,54750,Old School Pub,"5 апреля, Среда"
"Квиз, плиз! ",#809,54744,Chesterfield Bar,"4 апреля, Вторник"
Кино и музыка [новички] ,#128,54745,Резиденция,"4 апреля, Вторник"
[music party] 90-х ,#2,54465,Chesterfield Bar,"3 апреля, Понедельник"
"Квиз, плиз! ",#809,54743,Резиденция,"3 апреля, Понедельник"
"Квиз, плиз! ",#808,54340,Chesterfield Bar,"2 апреля, Воскресенье"
Про кино [стрим] ,#2,54776,"Везде, где есть интернет","2 апреля, Воскресенье"
[назад в 2010-е] ,#2,54341,Резиденция,"2 апреля, Воскресенье"
"Квиз, плиз!.jpeg ",#2,54339,Chesterfield Bar,"2 апреля, Воскресенье"
"Квиз, плиз! [WTF] ",#3,54336,Chesterfield Bar,"1 апреля, Суббота"
"Квиз, плиз! [стрим] ",#317,54775,"Везде, где есть интернет","1 апреля, Суббота"
"Квиз, плиз! ",#808,54338,"Дорогая, я перезвоню","1 апреля, Суббота"
"Квиз, плиз! ",#808,54337,Резиденция,"1 апреля, Суббота"
[кино и музыка] ,#129,54334,Chesterfield Bar,"1 апреля, Суббота"
[про кино] Тарантино ,#1,54333,Резиденция,"1 апреля, Суббота"
"Квиз, плиз! ",#807,54332,Известия Hall,"31 марта, Пятница"
"Квиз, плиз! ",#807,54328,CLUB LIBERTY BAR,"31 марта, Пятница"
"Квиз, плиз! ",#808,54327,Chesterfield Bar,"31 марта, Пятница"
"Квиз, плиз! [зумеры vs бумеры] ",#1,54330,Резиденция,"31 марта, Пятница"
"Квиз, плиз! [стрим] ",#316,54774,"Везде, где есть интернет","31 марта, Пятница"
"[English, please!] ",#806,54065,"Darling, I'll call you later","30 марта, Четверг"
[кино и музыка] ,#129,54322,Резиденция,"30 марта, Четверг"
"Квиз, плиз! ",#807,54323,CLUB LIBERTY BAR,"30 марта, Четверг"
"Квиз, плиз! ",#808,54317,Chesterfield Bar,"30 марта, Четверг"
музыка [шазам] рашн эдишн ,#4,54591,Papa' S Bar & Grill,"30 марта, Четверг"
[назад в 2010-е] ,#2,54312,Old School Pub,"29 марта, Среда"
[новички] ,#806,54309,Резиденция,"29 марта, Среда"
"Квиз, плиз! ",#807,54307,Chesterfield Bar,"29 марта, Среда"
"Квиз, плиз!.jpeg ",#2,54315,Bla Bla Bar,"29 марта, Среда"
"Квиз, плиз! ",#806,54305,Резиденция,"28 марта, Вторник"
музыка [шазам] рашн эдишн ,#4,54064,Chesterfield Bar,"28 марта, Вторник"
"Квиз, плиз! ",#806,54303,Резиденция,"27 марта, Понедельник"
"Квиз, плиз! [WTF] ",#3,54058,Chesterfield Bar,"27 марта, Понедельник"
"Квиз, плиз! ",#805,53962,Chesterfield Bar,"26 марта, Воскресенье"
Кино и музыка [стрим] ,#75,54345,"Везде, где есть интернет","26 марта, Воскресенье"
"Квиз, плиз! [зумеры vs бумеры] ",#1,53964,Резиденция,"26 марта, Воскресенье"
[кино и музыка] ,#128,53960,Chesterfield Bar,"26 марта, Воскресенье"
[afterparty] ,#2,53957,Резиденция,"25 марта, Суббота"
"Квиз, плиз! ",#805,53951,Chesterfield Bar,"25 марта, Суббота"
"Квиз, плиз! [стрим] ",#315,54343,"Везде, где есть интернет","25 марта, Суббота"
[music party] romantic collection ,#1,53959,"Дорогая, я перезвоню","25 марта, Суббота"
"Квиз, плиз! ",#804,53955,Резиденция,"25 марта, Суббота"
"Квиз, плиз!.jpeg ",#2,53950,Chesterfield Bar,"25 марта, Суббота"
[назад в 2010-е] ,#2,53947,МИР,"24 марта, Пятница"
"Квиз, плиз! ",#804,53944,CLUB LIBERTY BAR,"24 марта, Пятница"
"Квиз, плиз! ",#805,53940,Chesterfield Bar,"24 марта, Пятница"
"Квиз, плиз! ",#805,53942,Резиденция,"24 марта, Пятница"
"Квиз, плиз! [стрим] ",#314,54342,"Везде, где есть интернет","24 марта, Пятница"
[Кино и TV] 2000-е ,#1,53922,CLUB LIBERTY BAR,"23 марта, Четверг"
[кино и музыка] ,#128,53920,Резиденция,"23 марта, Четверг"
[про кино] Тарантино ,#1,53705,Известия Hall,"23 марта, Четверг"
"Квиз, плиз! ",#804,53921,"Дорогая, я перезвоню","23 марта, Четверг"
"Квиз, плиз! ",#804,53919,Chesterfield Bar,"23 марта, Четверг"
[назад в 90-е] ,#4,53918,Old School Pub,"22 марта, Среда"
"Квиз, плиз! ",#803,53915,Chesterfield Bar,"22 марта, Среда"
Кино и музыка [новички] ,#127,53917,Резиденция,"22 марта, Среда"
[новички] ,#803,53913,Резиденция,"21 марта, Вторник"
"Квиз, плиз! ",#803,53912,Chesterfield Bar,"21 марта, Вторник"
"Квиз, плиз! ",#803,53911,Резиденция,"20 марта, Понедельник"
"Квиз, плиз!.jpeg ",#2,53702,Chesterfield Bar,"20 марта, Понедельник"
"Квиз, плиз! ",#802,53604,Chesterfield Bar,"19 марта, Воскресенье"
Рок vs попса [стрим] ,#1,53971,"Везде, где есть интернет","19 марта, Воскресенье"
[music party] romantic collection ,#1,53605,Резиденция,"19 марта, Воскресенье"
[кино и музыка] ,#128,53603,Chesterfield Bar,"19 марта, Воскресенье"
[teens] ,#26,53606,Bla Bla Bar,"19 марта, Воскресенье"
"Квиз, плиз! ",#802,53593,Chesterfield Bar,"18 марта, Суббота"
"Квиз, плиз! ",#802,53595,Резиденция,"18 марта, Суббота"
"Квиз, плиз! [стрим] ",#313,53969,"Везде, где есть интернет","18 марта, Суббота"
"Квиз, плиз! [зумеры vs бумеры] ",#1,53602,"Дорогая, я перезвоню","18 марта, Суббота"
[назад в 2010-е] ,#2,53591,Chesterfield Bar,"18 марта, Суббота"
"Квиз, плиз! ",#801,53588,Резиденция,"17 марта, Пятница"
"Квиз, плиз! ",#801,53590,CLUB LIBERTY BAR,"17 марта, Пятница"
"Квиз, плиз! ",#802,53586,Chesterfield Bar,"17 марта, Пятница"
"Квиз, плиз! [стрим] ",#312,53967,"Везде, где есть интернет","17 марта, Пятница"
[music party] рок ,#1,53582,CLUB LIBERTY BAR,"16 марта, Четверг"
[Кино и TV] 2000-е ,#1,53581,"Дорогая, я перезвоню","16 марта, Четверг"
"Квиз, плиз! ",#801,53579,Резиденция,"16 марта, Четверг"
"Квиз, плиз! ",#801,53584,Bla Bla Bar,"16 марта, Четверг"
Церемония открытия сезона игр [кино и музыка] ,,53571,Chesterfield Bar,"16 марта, Четверг"
[кино и музыка] ,#128,53566,Резиденция,"15 марта, Среда"
[новички] ,#800,53569,Old School Pub,"15 марта, Среда"
"Квиз, плиз! ",#800,53564,Chesterfield Bar,"15 марта, Среда"
[Шерлок] ,#1,53561,Резиденция,"14 марта, Вторник"
"Квиз, плиз! ",#800,53558,Chesterfield Bar,"14 марта, Вторник"
[Гарри Поттер] Битва факультетов ,#3,66189,Chesterfield Bar,"7 ноября, Вторник"
"Квиз, плиз! ",#902,66466,Резиденция,"7 ноября, Вторник"
"Квиз, плиз! ",#902,66481,Chesterfield Bar,"6 ноября, Понедельник"
Про кино [стрим] ,#3,66564,"Везде, где есть интернет","6 ноября, Понедельник"
[назад в СССР] ,#7,66465,Резиденция,"6 ноября, Понедельник"
[1990е VS 2000е] ,#2,66188,Chesterfield Bar,"6 ноября, Понедельник"
"Квиз, плиз! ",#901,65987,Chesterfield Bar,"5 ноября, Воскресенье"
Кино и музыка [стрим] ,#91,66452,"Везде, где есть интернет","5 ноября, Воскресенье"
[Гарри Поттер] Битва факультетов ,#2,65980,Резиденция,"5 ноября, Воскресенье"
[новички] ,#900,66185,Papa' S Bar & Grill,"5 ноября, Воскресенье"
[Октоберфест] ,#1,66186,"Дорогая, я перезвоню","5 ноября, Воскресенье"
[кино и музыка] ,#144,65989,Chesterfield Bar,"5 ноября, Воскресенье"
"Квиз, плиз! ",#901,65988,Chesterfield Bar,"4 ноября, Суббота"
"Квиз, плиз! [стрим] ",#381,66451,"Везде, где есть интернет","4 ноября, Суббота"
[300к1] 18+ ,#3,66004,"Дорогая, я перезвоню","4 ноября, Суббота"
"Квиз, плиз! ",#900,65981,Резиденция,"4 ноября, Суббота"
"Квиз, плиз! ",#901,65999,Papa' S Bar & Grill,"4 ноября, Суббота"
[music party] кринж эдишн ,#2,65990,Chesterfield Bar,"4 ноября, Суббота"
[мультики] ,#8,65995,Old School Pub,"4 ноября, Суббота"
[назад в СССР] ,#7,66002,CLUB LIBERTY BAR,"3 ноября, Пятница"
[шазам] 2010-е ,#2,65982,Резиденция,"3 ноября, Пятница"
"Квиз, плиз! ",#901,65991,Chesterfield Bar,"3 ноября, Пятница"
"Квиз, плиз! [стрим] ",#380,66450,"Везде, где есть интернет","3 ноября, Пятница"
"Квиз, плиз! ",#900,65998,Papa' S Bar & Grill,"3 ноября, Пятница"
[300к1] 18+ ,#3,66003,"Дорогая, я перезвоню","2 ноября, Четверг"
[Гарри Поттер] Битва факультетов ,#2,66000,Bla Bla Bar,"2 ноября, Четверг"
[кино и музыка] ,#144,65983,Резиденция,"2 ноября, Четверг"
"Квиз, плиз! ",#899,66001,CLUB LIBERTY BAR,"2 ноября, Четверг"
"Квиз, плиз! ",#900,65992,Chesterfield Bar,"2 ноября, Четверг"
"Квиз, плиз! ",#800,53556,Резиденция,"13 марта, Понедельник"
"Квиз, плиз! [зумеры vs бумеры] ",#1,53553,Chesterfield Bar,"13 марта, Понедельник"
"Квиз, плиз! ",#799,53193,Chesterfield Bar,"12 марта, Воскресенье"
Кино и музыка [стрим] ,#74,53610,"Везде, где есть интернет","12 марта, Воскресенье"
[music party] рок ,#1,53194,Резиденция,"12 марта, Воскресенье"
[music party] romantic collection ,#1,53192,Chesterfield Bar,"12 марта, Воскресенье"
"Квиз, плиз! [бранч] ",#798,53195,"Фудмолл ""Три вокзала.ДЕПО""","12 марта, Воскресенье"
"Квиз, плиз! ",#799,53184,Chesterfield Bar,"11 марта, Суббота"
"Квиз, плиз! [стрим] ",#311,53609,"Везде, где есть интернет","11 марта, Суббота"
[назад в 90-е] ,#4,53189,"Дорогая, я перезвоню","11 марта, Суббота"
"Квиз, плиз! ",#799,53187,Резиденция,"11 марта, Суббота"
[кино и музыка] ,#127,53167,Chesterfield Bar,"11 марта, Суббота"
"Квиз, плиз! ",#798,53162,Резиденция,"10 марта, Пятница"
"Квиз, плиз! ",#798,53165,CLUB LIBERTY BAR,"10 марта, Пятница"
"Квиз, плиз! ",#799,53157,Chesterfield Bar,"10 марта, Пятница"
"Квиз, плиз! [стрим] ",#310,53608,"Везде, где есть интернет","10 марта, Пятница"
[music party] ,#6,53155,"Фудмолл ""Три вокзала.ДЕПО""","9 марта, Четверг"
[Кино и TV] 2000-е ,#1,53152,CLUB LIBERTY BAR,"9 марта, Четверг"
"Квиз, плиз! ",#797,53151,"Дорогая, я перезвоню","9 марта, Четверг"
"Квиз, плиз! ",#798,53150,Резиденция,"9 марта, Четверг"
"Квиз, плиз! ",#799,53149,Chesterfield Bar,"9 марта, Четверг"
"Квиз, плиз! ",#798,53145,Chesterfield Bar,"8 марта, Среда"
Кино и музыка [стрим] романтика ,#1,53607,"Везде, где есть интернет","8 марта, Среда"
[кино и музыка] ,#127,53148,Bla Bla Bar,"8 марта, Среда"
"Квиз, плиз! ",#797,53146,Резиденция,"8 марта, Среда"
[мультики] ,#7,53147,Old School Pub,"8 марта, Среда"
[music party] romantic collection ,#1,53143,Chesterfield Bar,"8 марта, Среда"
[новички] ,#797,53141,Резиденция,"7 марта, Вторник"
"Квиз, плиз! ",#797,53140,Chesterfield Bar,"7 марта, Вторник"
[music party] romantic collection ,#1,52920,Chesterfield Bar,"6 марта, Понедельник"
"Квиз, плиз! ",#797,53138,Резиденция,"6 марта, Понедельник"
300к1 [стрим] 18+ ,#1,53198,"Везде, где есть интернет","5 марта, Воскресенье"
"Квиз, плиз! ",#796,52762,Chesterfield Bar,"5 марта, Воскресенье"
[Властелин колец] ,#2,52763,Резиденция,"5 марта, Воскресенье"
[кино и музыка] ,#127,52761,Chesterfield Bar,"5 марта, Воскресенье"
"Квиз, плиз! ",#796,52758,Chesterfield Bar,"4 марта, Суббота"
"Квиз, плиз! [стрим] ",#309,53197,"Везде, где есть интернет","4 марта, Суббота"
"Квиз, плиз! ",#795,52759,Резиденция,"4 марта, Суббота"
"Квиз, плиз! ",#796,52760,"Дорогая, я перезвоню","4 марта, Суббота"
[Кино и TV] 2000-е ,#1,52753,Chesterfield Bar,"4 марта, Суббота"
"Квиз, плиз! ",#795,52749,Резиденция,"3 марта, Пятница"
"Квиз, плиз! ",#795,52750,CLUB LIBERTY BAR,"3 марта, Пятница"
"Квиз, плиз! ",#796,52748,Chesterfield Bar,"3 марта, Пятница"
"Квиз, плиз! [стрим] ",#308,53196,"Везде, где есть интернет","3 марта, Пятница"
[300к1] ,#5,52746,Bla Bla Bar,"2 марта, Четверг"
[кино и музыка] ,#127,52739,Резиденция,"2 марта, Четверг"
[мультики] ,#7,52742,CLUB LIBERTY BAR,"2 марта, Четверг"
"Квиз, плиз! ",#794,52740,"Дорогая, я перезвоню","2 марта, Четверг"
"Квиз, плиз! ",#795,52743,Известия Hall,"2 марта, Четверг"
ОТКРЫТИЕ ВЕСЕННЕГО СЕЗОНА [финал] ,,52738,Chesterfield Bar,"2 марта, Четверг"
[Клиника] ,#1,52460,Old School Pub,"1 марта, Среда"
[новички] ,#794,52721,Резиденция,"1 марта, Среда"
"Квиз, плиз! ",#794,52718,Chesterfield Bar,"1 марта, Среда"
[Шерлок] ,#1,53260,Chesterfield Bar,"28 февраля, Вторник"
"Квиз, плиз! ",#794,53261,Резиденция,"28 февраля, Вторник"
Кино и музыка [новички] ,#126,53259,Бар 1929,"28 февраля, Вторник"
[Кино и TV] 2000-е ,#1,52459,Chesterfield Bar,"27 февраля, Понедельник"
"Квиз, плиз! ",#793,52710,Резиденция,"27 февраля, Понедельник"
"Квиз, плиз! ",#793,52418,Chesterfield Bar,"26 февраля, Воскресенье"
Кино и музыка [стрим] ,#73,52766,"Везде, где есть интернет","26 февраля, Воскресенье"
[кино и музыка] ,#126,52421,Резиденция,"26 февраля, Воскресенье"
[music party] рок ,#1,52417,Chesterfield Bar,"26 февраля, Воскресенье"
[бранч] масленица ,#792,52424,"Фудмолл ""ДЕПО.Москва""","26 февраля, Воскресенье"
"Квиз, плиз! ",#792,52416,Резиденция,"25 февраля, Суббота"
"Квиз, плиз! ",#793,52414,Chesterfield Bar,"25 февраля, Суббота"
"Квиз, плиз! [стрим] ",#307,52765,"Везде, где есть интернет","25 февраля, Суббота"
[music party] ,#6,52415,"Дорогая, я перезвоню","25 февраля, Суббота"
"Квиз, плиз! ",#792,52413,Chesterfield Bar,"25 февраля, Суббота"
[Властелин колец] ,#2,51784,Известия Hall,"24 февраля, Пятница"
"Квиз, плиз! ",#791,52613,CLUB LIBERTY BAR,"24 февраля, Пятница"
"Квиз, плиз! ",#793,52407,Chesterfield Bar,"24 февраля, Пятница"
"Квиз, плиз! [стрим] ",#306,52764,"Везде, где есть интернет","24 февраля, Пятница"
"Квиз, плиз! ",#791,52431,Резиденция,"24 февраля, Пятница"
[Друзья] ,#3,52412,CLUB LIBERTY BAR,"24 февраля, Пятница"
[мультики] ,#7,52406,Chesterfield Bar,"24 февраля, Пятница"
Music party [стрим] кринж эдишн ,#1,52767,"Везде, где есть интернет","23 февраля, Четверг"
[music party] рок ,#1,52405,Lookin Rooms,"23 февраля, Четверг"
"Квиз, плиз! ",#792,52392,Chesterfield Bar,"23 февраля, Четверг"
"[English, please!] ",#792,52128,"Darling, I'll call you later","23 февраля, Четверг"
[кино и музыка] ,#126,52402,Резиденция,"23 февраля, Четверг"
"Квиз, плиз! ",#791,52404,CLUB LIBERTY BAR,"23 февраля, Четверг"
[назад в 90-е] ,#4,52390,Chesterfield Bar,"23 февраля, Четверг"
[Клиника] ,#1,52159,МИР,"22 февраля, Среда"
ОТКРЫТИЕ ВЕСЕННЕГО СЕЗОНА [полуфинал] ,#791,52378,Chesterfield Bar,"22 февраля, Среда"
ОТКРЫТИЕ ВЕСЕННЕГО СЕЗОНА [полуфинал] ,#791,52379,Резиденция,"22 февраля, Среда"
"Квиз, плиз! ",#790,52382,"Дорогая, я перезвоню","22 февраля, Среда"
[новички] ,#790,52377,Резиденция,"21 февраля, Вторник"
"Квиз, плиз! ",#790,52376,Chesterfield Bar,"21 февраля, Вторник"
[music party] рок ,#1,52079,Chesterfield Bar,"20 февраля, Понедельник"
"Квиз, плиз! ",#790,52375,Резиденция,"20 февраля, Понедельник"
2000е vs 2010е [стрим] ,#1,52428,"Везде, где есть интернет","19 февраля, Воскресенье"
"Квиз, плиз! ",#789,51852,Chesterfield Bar,"19 февраля, Воскресенье"
[music party] ,#6,51853,Резиденция,"19 февраля, Воскресенье"
[мультики] ,#7,51851,Chesterfield Bar,"19 февраля, Воскресенье"
"Квиз, плиз! ",#789,51848,Chesterfield Bar,"18 февраля, Суббота"
"Квиз, плиз! [стрим] ",#305,52426,"Везде, где есть интернет","18 февраля, Суббота"
[назад в 90-е] ,#4,51850,"Дорогая, я перезвоню","18 февраля, Суббота"
"Квиз, плиз! ",#788,51849,Резиденция,"18 февраля, Суббота"
[кино и музыка] ,#126,51847,Chesterfield Bar,"18 февраля, Суббота"
[300к1] ,#5,52504,Известия Hall,"17 февраля, Пятница"
"Квиз, плиз! ",#788,51844,Резиденция,"17 февраля, Пятница"
"Квиз, плиз! ",#789,51843,Chesterfield Bar,"17 февраля, Пятница"
"Квиз, плиз! ",#789,51845,CLUB LIBERTY BAR,"17 февраля, Пятница"
"Квиз, плиз! [стрим] ",#304,52425,"Везде, где есть интернет","17 февраля, Пятница"
[music party] кринж эдишн ,#1,51842,"Фудмолл ""Три вокзала.ДЕПО""","16 февраля, Четверг"
[кино и музыка] ,#126,51839,Резиденция,"16 февраля, Четверг"
[назад в 90-е] ,#4,51841,CLUB LIBERTY BAR,"16 февраля, Четверг"
[Очень странные дела] ,#1,51374,Известия Hall,"16 февраля, Четверг"
"Квиз, плиз! ",#788,51840,"Дорогая, я перезвоню","16 февраля, Четверг"
"Квиз, плиз! ",#788,51838,Chesterfield Bar,"16 февраля, Четверг"
[мультики] ,#7,51836,Резиденция,"15 февраля, Среда"
"Квиз, плиз! ",#787,51835,Chesterfield Bar,"15 февраля, Среда"
Кино и музыка [новички] ,#125,51837,Old School Pub,"15 февраля, Среда"
[новички] ,#787,51834,Резиденция,"14 февраля, Вторник"
"Квиз, плиз! ",#787,51833,Chesterfield Bar,"14 февраля, Вторник"
[назад в 90-е] ,#4,51691,Chesterfield Bar,"13 февраля, Понедельник"
"Квиз, плиз! ",#787,51832,Резиденция,"13 февраля, Понедельник"
"Квиз, плиз! ",#786,51630,Chesterfield Bar,"12 февраля, Воскресенье"
Кино и музыка [стрим] ,#72,51856,"Везде, где есть интернет","12 февраля, Воскресенье"
[Друзья] ,#3,51631,Резиденция,"12 февраля, Воскресенье"
[кино и музыка] ,#125,51629,Chesterfield Bar,"12 февраля, Воскресенье"
[teens] ,#25,51632,Old School Pub,"12 февраля, Воскресенье"
